4r3/2pk1p1P/2n1p1p1/4P3/3PRB1P/1q3N2/1b2QPK1/8 w - * 1 39;0.5
4r3/2pk1p1P/2n1p1pB/4P3/3PR2P/1q3N2/1b2QPK1/8 b - * 2 39;0.5
4r3/2pk1p1P/2n1p1pB/4P3/3PR2P/1q3N2/4QPK1/b7 w - * 3 40;0.5
4r3/2pk1pBP/2n1p1p1/4P3/3PR2P/1q3N2/4QPK1/b7 b - * 4 40;0.5
1q2r3/2pk1pBP/2n1p1p1/4P3/3PR2P/5N2/4QPK1/b7 w - * 5 41;0.5
1q2r3/2pk1pBP/2n1p1p1/4P3/3PR2P/5N2/Q4PK1/b7 b - * 6 41;0.5
4r3/n1pk1pBP/4p1p1/4P3/3PR2P/5N2/5PK1/b7 w - * 0 43;0.5
7B/n1pk1p2/4p1p1/4P3/3PR2P/5N2/5PK1/b7 b - * 0 44;0.5
7B/n1pk1p2/4p1p1/4P3/3PR2P/2b2N2/5PK1/8 w - * 1 45;0.5
8/n1pk1p2/4pBp1/4P3/3PR2P/2b2N2/5PK1/8 b - * 2 45;0.5
8/n1p2p2/2k1pBp1/4P3/3PR2P/2b2N2/5PK1/8 w - * 3 46;0.5
8/n1p2p2/2k1pBp1/4P3/3P3P/2b1RN2/5PK1/8 b - * 4 46;0.5
8/n1p2p2/2k1pBp1/4P3/3P3P/4RN2/1b3PK1/8 w - * 5 47;0.5
8/n1p2p2/2k1pBp1/4P3/3P3P/1R3N2/1b3PK1/8 b - * 6 47;0.5
8/n1p2p2/2k1pBp1/4P3/3P3P/1R3N2/5PK1/b7 w - * 7 48;0.5
8/n1p2p2/1k2pBp1/4P3/3N3P/R7/5PK1/8 w - * 1 50;0.5
3B4/n1p2p2/1k2p1p1/4P3/3N3P/R7/5PK1/8 b - * 2 50;0.5
2nB4/2p2p2/1k2p1p1/4P3/3N3P/R7/5PK1/8 w - * 3 51;0.5
2nB4/2p2p2/1k2p1p1/4P3/3N3P/5R2/5PK1/8 b - * 4 51;0.5
2nB4/2p2p2/4p1p1/2k1P3/3N3P/5R2/5PK1/8 w - * 5 52;0.5
2n5/2B2p2/4p1p1/4P3/2k4P/1N3R2/5PK1/8 b - * 0 53;0.5
2n5/2B2p2/4p3/4P1P1/2k5/1N3R2/5PK1/8 b - * 0 54;0.5
2n5/2B2p2/4p3/4P1P1/1k6/1N3R2/5PK1/8 w - * 1 55;0.5
2n5/2B2p2/4p3/4P1P1/1k6/5R2/5PK1/N7 b - * 2 55;0.5
8/n1B2R2/4p3/4P1P1/1k6/8/5PK1/N7 b - * 0 56;0.5
8/2B2R2/4p3/1n2P1P1/1k6/8/5PK1/N7 w - * 1 57;0.5
8/5R2/3Bp3/1n2P1P1/2k5/8/5PK1/N7 w - * 3 58;0.5
8/5R2/3Bp3/1n2P1P1/2k2P2/8/6K1/N7 b - * 0 58;0.5
8/5R2/3Bp3/1n1kP1P1/5P2/8/6K1/N7 w - * 1 59;0.5
8/3R4/3Bp3/1n1kP1P1/5P2/8/6K1/N7 b - * 2 59;0.5
8/3R4/3Bp3/1n2P1P1/4kP2/8/6K1/N7 w - * 3 60;0.5
8/3R4/3Bp3/1n2P1P1/4kP2/6K1/8/N7 b - * 4 60;0.5
8/3R4/3Bp3/1n1kP1P1/5P2/6K1/8/N7 w - * 5 61;0.5
8/3RB3/2k1p3/1n2P1P1/5P2/6K1/8/N7 w - * 7 62;0.5
8/4B3/2k1p3/1n2P1P1/5P2/3R2K1/8/N7 b - * 8 62;0.5
8/4B3/1k2p3/1n2P1P1/5P2/3R2K1/8/N7 w - * 9 63;0.5
3B4/8/4p3/1nk1P1P1/5P2/3R2K1/8/N7 w - * 11 64;0.5
8/4B3/1k2p3/1n2P1P1/5P2/3R2K1/8/N7 w - * 13 65;0.5
